propertyId,streetAddress,city,stateCode,postalCode,countryCode,description,propertyName,propertyDescription,marketingName,floorplanName,neighborhood,neighborhoodDescription,latitude,longitude,belongedCity,currencyCode
ENTUS-1093143,1509 Pacific Street,Brooklyn,NY,11213,USA,"32% of American adults live with roommates, but most housing isn’t designed to be shared — think small cabinet space, tiny living areas, and bedrooms split in 2. That’s where Common Kingston comes in. Beyond your private bedroom and fully-furnished shared apartment, you’ll have access to a lounge, ideal for movie night or hosting new friends, and an oversized community kitchen designed for Friendsgiving, wine and cheese nights, or whenever you need the extra space. ",NYC.Kingston,,Kingston,,Crown Heights,"Crown Heights is an eclectic and happening enclave in Brooklyn, with easy access to Manhattan via the A/C and 2/3/4/5. Home to the Brooklyn Botanic Garden and a never-ending supply of fantastic coffee, regional cuisines, and trendy shops, you’ll never run out of things to discover and explore in your new neighborhood.",40.6773668,-73.9433593,New York City,USD
ENTUS-1093130,63 W 130th Street,New York,NY,10037,USA,"Beautiful finishes, comfortable furniture, and even exposed brick — Common Lenox is your quintessential New York City apartment, without the typical hassles (and expenses) that come with finding a home and sharing it with roommates. Common Lenox was recently renovated and re-designed by Common’s in-house team, and the effect is a perfectly peaceful retreat from big city life. ",NYC.Lenox,,Lenox,,Harlem,"A vibrant history enriched with current cultural institutions makes Harlem one of the most exciting neighborhoods in New York City.  Start your day with a cup of coffee from Harlem Blues Cafe or Lenox Coffee Roaster, just a block away from Common Lenox. Find the best Southern comfort food in the city at Red Rooster, run by celebrity chef Marcus Samuelsson, or at Sylvia’s, a neighborhood institution since 1962. End your nights at Corner Social, where you’ll find outdoor seating perfect for warmer seasons, craft beers, and special live DJ nights. ",40.8107289,-73.9444473,New York City,USD
ENTUS-1093131,453-455 Rogers Ave,Brooklyn,NY,11225,USA,"Light-filled bedrooms, exposed brick, and cozy furniture — it’s the little details that make Common Lincoln a refreshing surprise at the end of a long apartment search. Come home to an all-inclusive, fully-furnished shared suite, complete with a high-end kitchen and plenty of space to connect with roommates or relax solo.",NYC.Lincoln,,Lincoln,,Prospect Lefferts Gardens,"Minutes from Prospect Park, the Brooklyn Botanic Garden, and the Brooklyn Museum, Prospect Lefferts Gardens is the perfect escape within the bustling city. Start your day next door with a cup of coffee and pastry from hamlet coffee company, or enjoy a smoothie from Hibiscus Brew, only a short walk away. You have plenty of options for dining in or take out, including cozy bowls of ramen from Mo’s Original and delicious empanadas from Empanada City. Other local favorites include Daleview Biscuits and Beer and Glou, a wine bar and restaurant. ",40.6612949,-73.9555065,New York City,USD
ENTUS-1112604,529 Monroe Street,Brooklyn,NY,11221,USA,"Cozy, charming, but totally modern, Common Owens is the ideal escape from busy city life, met with the convenience and community of coliving. You’ll find modern finishes and decor sourced from brands like Floyd and Hem, alongside beautiful shared spaces and amenities like a rooftop deck and backyard.",NYC.Owens,,Owens,,Bed-Stuy,"Welcome to Bed-Stuy! Your new neighborhood is home to beautiful brownstones, a vibrant community, delicious restaurants and lively bars, with easy access to the rest of Brooklyn and Manhattan.",40.68724,-73.9361,New York City,USD
ENTUS-1093175,267 W 139th St,New York,NY,10030,USA,"The details are what makes a house a home, and at Common Robinson there’s plenty of them to appreciate: from the arched doorways to French doors to the (decorative) fireplaces throughout, this coliving home is equal parts beautiful and cozy.",NYC.Robinson,,Robinson,,Strivers' Row,"Strivers’ Row might only be two blocks, but it's home to centuries of New York City history. Since its development, it's been home to some of Harlem’s most notable residents, and it’s easy to see why. In addition to gorgeous architecture, these two blocks are surrounded by some of the best Harlem has to offer, from delicious restaurants and lively bars to contemporary galleries and nature-filled parks. ",40.819142,-73.9465076,New York City,USD
ENTUS-1093142,1287 Sterling Pl,Brooklyn,NY,11213,USA,"Roommate living gets a major upgrade at Common Sterling. Enjoy spaces designed to be shared, from spacious kitchens perfect for potluck feasts or experimenting with a new recipe, to a shared lounge and roof deck that make even the most mellow nights in or early morning sunrises the highlight of your week.",NYC.Sterling,,Sterling,,Crown Heights,"Crown Heights is an eclectic and happening enclave in Brooklyn, with easy access to Manhattan via the A/C and 2/3/4/5. Home to the Brooklyn Botanic Garden and a never-ending supply of fantastic coffee, regional cuisines, and trendy shops, you’ll never run out of things to discover and explore in your new neighborhood. Enjoy coffee and pastries from Almah Cafe, discover a vegan take on Haitian food at Lakou Cafe, and dance all night at Happiness Lounge.",40.671952,-73.9380657,New York City,USD
ENTUS-1272618,215 East 124th St,New York,NY,10035,USA,"Welcome home to Common at The Reserve, a stunning new, luxury Manhattan rental. A sprawling building with multiple levels of amenities, your new apartment makes New York City living easier and more fun.

This brand new, high rise building offers a wide range of beautiful units alongside thoughtfully designed and convenient amenities. Whether you’re renting a shared coliving suite, or a private 3-bedroom apartment, you’ll find bright interiors with rich finishes and bold fixtures, brand new appliances, and the little things that make apartment living that much easier, like in-unit laundry and keyless entry.

Outside your door, you’ll have access to incredible amenities. Break a sweat in the fitness center or make use of the relaxing massage chairs in the wellness room to unwind after a big day exploring the city. You might even feel inspired to try out some new hobbies by utilizing the podcast recording studio or golf simulator located in the recreational space. If you are working from home, the onsite coworking space offers plenty of quiet space to focus, especially if you reserve a dedicated desk space. The multiple community lounges offer plenty of space to gather with your neighbors, host friends or watch a movie in the screening room and for those warmer months make sure to utilize either of the two stunning outdoor rooftop terraces where you will find a peaceful retreat from big city life with views of the Midtown skyline.",NYC.TheReserve,,TheReserve,,Harlem,"A vibrant history enriched with current cultural institutions makes Harlem one of the most exciting neighborhoods in New York City.  Start your day with a cup of coffee from  Ginjan Cafe, just a couple of blocks away from Common Lenox. Find the best Southern comfort food in the city at Red Rooster, run by celebrity chef Marcus Samuelsson, or at Sylvia’s, a neighborhood institution since 1962. End your nights at Corner Social, where you’ll find outdoor seating perfect for warmer seasons, craft beers, and special live DJ nights or grab a mid week happy hour glass of wine at Musette Wine Bar. ",40.8034086234768,-73.93535616560428,New York City,USD
ENTUS-1093180,253 Irving Ave,Brooklyn,NY,11237,USA,"Your apartment should be your peaceful retreat from busy city life, and Common Wyckoff is no exception. Enjoy expertly furnished and designed shared spaces, including high-end kitchens with built-in seating and living rooms with space for every roommate to join in on movie night. ",NYC.Wyckoff,,Wyckoff,,Bushwick,"No matter if you’ve lived in the neighborhood for one month or ten years, there’s always something new to discover in Bushwick. Try some of the city’s best tacos at nearby Taqueria Al Pastor, or enjoy Turkish cuisine followed by drinks and dancing at The Turks Inn. If you’re in the mood for a tropical escape, check out Dromedary Urban Tiki Bar just a few blocks from Common Wyckoff. For a free way to spend the day, you can explore the neighborhood’s street art and galleries, or spend time in the sun at Maria Hernandez Park.",40.7004294,-73.9185297,New York City,USD
ENTUS-1187600,411 29th St,Oakland,CA,94609,USA,"Get more for your rent when you make your home at Common Amelia. Your new apartment features oversized windows and new appliances, including a dishwasher and in-unit washer/dryer. Right outside your door you’ll find a gorgeous courtyard with comfortable seating for lounging or dining, and a firepit for breezy Oakland nights. Head upstairs to the rooftop deck to catch the views of Downtown and the surrounding hills. The space is complete with BBQ grills, couches, and lounge chairs. Don’t worry - we didn’t forget about your furry friends. The home also offers a pet washing station and other everyday conveniences like bike storage and an Amazon package locker.",OAK.Amelia,,Amelia,,Temescal,"Common Amelia is centrally located in Temescal, within walking distance of bars, restaurants, and everyday necessities. Grab your groceries from nearby Sprouts Market or stock up on household essentials from Target. If you’re a sports fan, CommonWealth Cafe and Tavern just down the street serves up delicious pub food and the latest matches. Other local favorites include The Double Standard, The Crown, and Oaklandia Cafe. ",37.81767,-122.265,Oakland,USD
ENTUS-1093157,19 Cottage Ave,Richmond,CA,94801,USA,"Equal parts cozy and modern, Common Cottage features spacious living areas, high-end kitchens, sun-lit bedrooms, and plenty of outdoor space to soak up the California sunshine. ",OAK.Cottage,,Cottage,,Point Richmond,"A city within a metropolis, Point Richmond boasts extraordinary restaurants, charming cafes bursting with community color, and historic landmarks that date back to the city’s beginnings more than a century ago.",37.9273355,-122.3874326,Richmond,USD
ENTUS-1112611,"618-622 14th St,",Oakland,CA,94612,USA,"This beautiful coliving home is designed for roommate living, with spacious kitchens, comfortable community spaces, and ensuite bathrooms. Kick back on cozy couches hand-picked by our in-house Studio team or whip up Friendsgiving dinner with roommates in the building’s oversized shared kitchen. Whatever you do, however you do it, at Common Jefferson you’ll feel at home.",OAK.Jefferson,,Jefferson,,Downtown Oakland,"The best neighborhoods put the best of city living right at your fingertips, and Downtown Oakland is no exception. Considered the historical, cultural, and business center of Oakland, Downtown is filled with public green spaces, delicious restaurants, lively bars, peaceful cafes, markets, and more.",37.80609,-122.275,Oakland,USD
ENTUS-1093160,873 32nd Street,Oakland,CA,94608,USA,"Enjoy the best of California living at Common MacArthur. Alongside a sunny and spacious suite, you’ll have access to a beautiful backyard, complete with hammocks and picnic tables. Spend your Saturday curled up with a good book in the Oakland breeze, or join your new suitemates for a night under the stars. ",OAK.MacArthur,,MacArthur,,West Oakland,"The best of Oakland is right outside your door at Common MacArthur. You’re only a quick bike or drive away from beautiful Lake Merritt, lively bars and delicious restaurants, and everyday conveniences like Target, Whole Foods, and Sprouts Farmers Market.",37.8219095,-122.2774801,Oakland,USD
ENTUS-1187601,4045 Broadway,Oakland,CA,94611,USA,"Get more for your rent when you make your home at Common Maya. Your new studio, 1- or 2-bedroom apartment features sun-lit, open concept spaces, brand new stainless steel appliances, and finishes chosen for style and durability. (Select studio apartments also feature robotic and space saving modular furniture!) Outside your door, you’ll discover comfortable and convenient amenities. The furnished community lounge comes equipped with a flat-screen TV, perfect for movie nights or gathering for a big game, a wet bar, and access to the outdoor lounge. Head upstairs to the rooftop deck to enjoy your morning coffee with views of Downtown and San Francisco. Other amenities include parking, package lockers, and secure bike storage.",OAK.Maya,,Maya,,Temescal,"Common Maya is located in Temescal, one of the most walkable neighborhoods in Oakland, and only a few blocks from Piedmont Avenue. In your new neighborhood, you’ll find the best of city living at your fingertips. Start your morning with a coffee from Blue Bottle, or end your day with a cone from Fenton Creamery. Local favorites like La Farine Bakery, Barney’s Gourmet Hamburgers, and Mossword Park are also nearby. ",37.82831635564489,-122.25644658780098,Oakland,USD
ENTUS-1251612,392 11th St,Oakland,CA,94607,USA,"At Common at The Brooklyn your rent gets you more: a private bedroom with optional ensuite or shared bathroom, shared lounges and study areas made for movie nights or remote work, spacious shared kitchen and extra perks like on-site laundry.  Kick back on one of the cozy couches or challenge your neighbors to a game of pool or ping pong in the basement game lounge space. Whatever you do, however you do it, at Common at The Brooklyn you’ll feel at home.",OAK.TheBrooklyn,,TheBrooklyn,,Downtown Oakland,"The best neighborhoods put the best of city living right at your fingertips, and Downtown Oakland is no exception. Considered the historical, cultural, and business center of Oakland, Downtown is filled with public green spaces, delicious restaurants, lively bars, peaceful cafes, colorful street art, entertainment venues and more. Downtown Oakland has a lively atmosphere with plenty of events and activities that it’s impossible to be bored when living in this neighborhood.",37.801796954606004,-122.2708770830027,Oakland,USD
ENTUS-1127313,1515 Webster St,Oakland,CA,94612,USA,"At Common Webster your rent gets you more: a private bedroom with oversized windows (aka the perfect peaceful retreat), shared lounges made for movie nights or remote work, a spacious kitchen designed for roommate living, and extra perks like a pool table and on-site laundry.",OAK.Webster,,Webster,,Downtown Oakland,"Do you like beautiful natural scenery? What about amazing restaurants or freshly brewed coffee? How about a great, local bookstore? Whatever you’re looking for in your next neighborhood, you’re almost guaranteed to find it in Downtown Oakland, and you’ll have easy access to everything as a member of Common Webster. Enjoy a lively atmosphere and delicious tiki drink at The Kon-Tiki or explore art and craft cocktails at Cafe Von Kleef. For your next great read, head to Dan F Webb Books, just around the corner from your new home. You’re also close to everyday conveniences, like banks, a FedEx, grocery stores, and pharmacies.",37.80466,-122.268,Oakland,USD
ENTUS-1321282,300 Mìwàte Private,Ottawa,ON,K1R 6K8,CA,"Welcome home to Common at Zibi, a brand new luxury building located in the heart of  Zibi, a 34-acre master-planned waterfront community. Offering a wide range of beautiful units alongside thoughtfully designed and convenient amenities, Common at Zibi is designed to make Ottawa living easier and more fun.
Whether you’re renting a private room in a shared coliving suite, furnished studio, or your own private apartment, you’ll find bright, airy interiors, floor to ceiling windows, brand new appliances, and the little things that make apartment living that much easier, like on-site laundry and keyless entry.
Outside your door, you’ll have access to incredible amenities. Break a sweat in the fitness centre or catch a movie with your neighbours in the onsite movie room. If you are working from home, the onsite lounge offers plenty of quiet space to focus and if you are looking for additional office or meeting room amenities look no further than the Spaces Coworking community located right across the plaza. For  warmer months, utilize either of the two stunning outdoor terraces where you’ll find a peaceful retreat from city life. But the real star of the show is the multi-purpose, indoor-outdoor community space on the penthouse level  providing unbeatable 360 degree views of the Ottawa River, Chaudière Falls, Parliament Hill and downtown Ottawa. Designed for year round use, we know you will spend your time hosting friends, enjoying a sunset beer with neighbours or taking advantage of the front row seats for the Canada Day fireworks show! ",ONT.Zibi-new,,Zibi-new,,Centretown West,"Common at Zibi is located in the Zibi waterfront community right near Centertown West, which offers a variety of activities and attractions for residents and visitors alike. Situated just west of the downtown core, near the expanding Lebreton Flats, its proximity to multiple cultural and entertainment venues, lively bars and restaurants, and scenic Ottawa River, this neighbourhood is the perfect blend of urban living and local charm. With accessible transit, bike paths and multiple transport options on your doorstep, you will be able to take advantage of one of the most connected master-planned communities in Canada and one of Ottawa’s most pedestrian friendly neighbourhoods. The recently re-designed Chaudière Crossing with a dedicated bike lane and pedestrian walkway will quickly and easily connect you between Gatineau and Ottawa. Take advantage of the LRT system at the nearby Pimisi Station and Gatineau’s STO  hub to seamlessly connect  to Ottawa and beyond. If biking is more your style, you can make the most of the  bike paths that provide safe, convenient and scenic connections to your destination. With so many eco-friendly transit options you have the opportunity to leave your car behind while exploring the best the city has to offer.",45.41995,-75.7184,Ottawa,USD
ENTUS-1112605,1300 Fairmount Ave,Philadelphia,PA,19123,USA,"Find your home in Philadelphia at Common at Broadridge. This stunning building was designed with renters in mind, and features everything from furnished apartments to 42,000 square feet of amenity spaces. As a Common member, you’ll also have access to the best of city living with exclusive events, discounts on local and national brands, and access to our built-in community. ",PHI.Broadridge,,Broadridge,,Fairmount,"Often referred to as the “Art Museum Area”, Fairmount is home to some of Philly’s most prized cultural institutions, like the Met, The Philadelphia Museum of Art, and the Barnes Foundation. Besides art, Fairmount also offers an expanding culinary and bar scene, and plenty of green space to enjoy. ",39.96596,-75.1595,Philadelphia,USD
ENTUS-1112606,965-977 Frankford Ave,Philadelphia,PA,19125,USA,"Designed in partnership with CANNODesign, Common Frankford was created for community, convenience, and comfort. With beautiful, high-end finishes, large windows, and spacious amenities, this beautiful home offers the best of city living without any of the hassle. ",PHI.Frankford,,Frankford,,Fishtown,"Once a commercial fishing district, Fishtown has evolved into a vibrant neighborhood home to art galleries, distilleries, venues, and restaurants. Fishtown’s thriving community and proximity to other popular Philly neighborhoods makes it a popular home for Philly residents. At Common Frankford, you’ll have access to it all, with the neighborhood’s best restaurants, bars, and everyday necessities right outside your door.",39.96566,-75.1341,Philadelphia,USD
ENTUS-1224748,545 North Broad Street,Philadelphia,PA,19123,USA,"Welcome to Mily on Green. Designed for community, flexibility, and functionality, your new home offers spacious 2- and 3-bedroom apartments with high-end appliances, an in-unit washer/dryer, and built-in storage. You’ll find beautiful amenities right outside your door, including a second floor lounge ideal for working parents. Divided into several separate but interconnected spaces, the lounge offers room for coworking, family time, and group gatherings, along with a dedicated space for children and playtime. For a breath of fresh air, head up to the expansive rooftop deck. There you’ll find a cozy indoor lounge that looks out onto the 9,700 square foot green roof, complete with a variety of seating perfect for gazing onto city views or taking in the lush rooftop landscaping.",PHI.Green,,Green,,Spring Garden,"Located just north of Center City, Spring Garden is a small but lively neighborhood that offers the best of city living nestled between Victorian architecture and tree-lined streets. But there’s more to this neighborhood than just charm, there’s plenty to do and see! Take a weekend stroll to the Philadelphia Museum of Art or the Rodin Garden, and enjoy a delicious dinner afterwards at local favorites like SOUTH or Umai Umai. On a night out, cheer on the Birds at Green Room, a cozy sports bar, or kick back with a board game and a cocktail at Thirsty Dice. For everyday conveniences, you’re only a short drive or SEPTA ride away from Whole Foods, Target, and CVS. ",39.962999887573204,-75.16126263914553,Philadelphia,USD
ENTUS-1132285,305 Dr Martin Luther King Jr St S,St. Petersburg,FL,33705,USA,"Spacious, beautiful, and centrally located, this recently renovated home has it all. Alongside your beautiful apartment, you’ll also enjoy over 4,000 square feet of amenities, exclusive events, and access to Common’s built-in community.",STP.TheWayland,,TheWayland,,Downtown St. Petersburg,"Downtown St. Petersburg embodies everything locals love about the city, and The Wayland by Common is in the heart of it all. Central Ave, where you’ll find restaurants like Bodega on Central, Green Bench Brewing Company, and Nash’s Hot Chicken, is only a 5 minute walk or drive away. You’re also within walking distance of some of the area’s most famous museums, including the Chihuly Collection, known for the work of world famous glass artist Dale Chihuly, and the Morean Art Center. ",27.76817,-82.6471,St. Petersburg,USD
ENTUS-1127312,2221 S Clark St,Arlington,VA,22202,USA,"Common at National Landing offers you the best of convenient, enjoyable city living both at home and right outside your door. As a member, you’ll have access to a wide range of amenities, including a media lounge, a chef-grade kitchen with dining area, a wellness studio, library, outdoor deck, and bike storage. ",VA.NationalLanding,,NationalLanding,,National Landing,"Located in Arlington, National Landing is the area’s most vibrant live, work, play community and walkable downtown. Enjoy beautiful greenspace, including bike and walking trails with stunning views of the Potomac and parks with picnic areas, alongside the city’s largest climbing gym and over 100 restaurants. National Landing is also home to Amazon’s HQ2 and Virginia Tech’s innovation campus. ",38.85551,-77.0519,"Washington, DC",USD
ENTUS-1230993,1155 Dahlia Street NW,Washington,DC,20307,USA,"Welcome home to Common Clover. A sprawling building with multiple levels of amenities, your new apartment makes D.C. living easier and more fun. 

Move into your fully-furnished coliving suite with just a suitcase. Alongside beautifully designed living areas, a private furnished bedroom, and a high-end kitchen, suites at Common Clover are stocked with household supplies for cooking, cleaning, and everyday life. 

As for amenities, Common Clover has everything you need — from the everyday essentials, like a quiet coworking space, to thousands of square feet dedicated to community and fun. On sunny days, head to the rooftop deck, furnished with comfortable lounge chairs, BBQ stations, and a firepit for nights under the stars. Workout in the fully-equipped fitness center, gather in the game room with new roommates, or invite an old friend over for coffee in the club lounge and bar. 

Alongside comfortable apartments and gorgeous spaces, Common Clover offers the thoughtful conveniences that make life that much easier, including in-unit laundry, a dedicated mail room, and parking.",WAS.Clover,,Clover,,Takoma,"Only 20 minutes from Downtown DC, Takoma offers residents a peaceful escape from busy city life with easy access to all that DC has to offer. Take a stroll through the streets of this popular neighborhood and you’ll see historic architecture, thriving local businesses, and plenty of greenspace. With close proximity to Maryland, living in Takoma gives you easy access to Silver Springs, Bethesda, and Chevy Chase.",38.97581,-77.027,"Washington, DC",USD
ENTUS-100004223,"910 Euclid Street, NW",Washington,DC,20001,USA,"Beautiful finishes, comfortable shared spaces, and thoughtfully designed apartments — you’ll find it all at Common Euclid. Our coliving home in the heart of Columbia Heights features all-inclusive coliving suites and a furnished backyard, perfect for remote work, a sunny lunch break, or unwinding after a long day.",WAS.Euclid (new),,Euclid,,Columbia Heights,"Tree-lined streets, cozy cafes, and every convenience — you’ll find it all just steps away from home in Columbia Heights. Start your morning down the block at Eat Well Juice Bar, or grab a coffee and browse a curated selection of African literature at Sankofa Video Books & Café. Break a sweat on the tennis courts, skate park, or baseball diamond at Banneker Recreation Center, or fuel up at nearby Whole Foods. However you dream of spending your days, it’s right outside your door at Common Euclid.
",38.92377,-77.0248,"Washington, DC",USD
ENTUS-1093138,3431 13th Street NW,Washington,DC,20010,USA,"Formerly a church, Common Monroe has undergone a major transformation into the coliving home of our dreams, while keeping many of its original features, including vaulted ceilings and stained glass windows. Alongside stunning architecture, you’ll also find brand new kitchens, spacious living areas, and outdoor space with views of the city.",WAS.Monroe,,Monroe,,Columbia Heights,"With a wide variety of retail, dining, and entertainment options, along with its central location, the bustling neighborhood of Columbia Heights is the ideal home for both newcomers and natives of DC. At Common Monroe, you’re in the center of it all, with every convenience and comfort nearby.",38.9322137,-77.0316031,"Washington, DC",USD
ENTUS-1191576,2147-2149 P Street NW,Washington,DC,20037,USA,"Get more for your rent at Common Parkway, a brand new coliving home designed to make roommate and city living easier. As a member, you’ll get your own private bedroom in a fully-furnished shared suite, with everything you need to feel at home. That’s not all: you’ll have access to beautiful amenities right outside your door. Connect with new neighbors in the building’s two shared lounges, take in the views of D.C. and Dupont Circle from the roofdeck, or enjoy the convenience of on-site laundry and bike storage.",WAS.Parkway,,Parkway,,Dupont Circle,"Historic Washington D.C. meets the best of city living in beautiful Dupont Circle. This central neighborhood has something for everyone: beautiful architecture, Michelin star restaurants, modern art, comedy venues, and every convenience or entertainment in between. And at Common Parkway, you’re in the center of it all. Your new home is located next door to the beautiful P Street Beach, a spacious park that runs alongside Rock Creek and is perfect for morning walks or afternoon picnics. On your block, you’ll find local favorites including Duck Duck Goose (a chic French restaurant), cozy coffee shop Emissary, and Certo, a mainstay for casual Italian dining. You’re also only steps away from PureBarre, Metro Supermarket, and CVS.",38.90985,-77.0482,"Washington, DC",USD
ENTUS-1112616,1201 Perry St. NE,Washington,DC,20017,USA,"Designed from the ground-up by Common’s Studio team, Common Perry is a blue-print for the future of roommate living. Enjoy spacious living areas and kitchens, made to be shared with plenty of seating and high-end, durable finishes that can withstand years of spills, hot plates, and plenty of use. Beyond your suite, you’ll enjoy a movie room, a penthouse lounge with space to study, work, or relax, and an outdoor terrace with sunset views. ",WAS.Perry,,Perry,,Brookland,"A convenient location, gorgeous tree-lined streets, and plenty to do — you’ll find it all when you rent in Brookland. This D.C. neighborhood is also home to The Catholic University of America, making it the perfect area for students and professors. Groceries and pharmacies are only a quick walk away from Common Perry. Along with the necessities, you’ll also find delicious restaurants, like Pho 12, serving up authentic Vietnamese food, or classic diner Murray & Pauls, which offers everything from breakfast to burgers. For students, Common Perry is conveniently located only blocks away from The Catholic University of America.",38.93598,-76.9907,"Washington, DC",USD
ENTUS-1093132,410-412 Richardson Place NW,Washington,DC,20001,USA,"A peaceful oasis in the middle of bustling D.C. — you’ll quickly find yourself feeling at home when you move into Common Richardson. Enjoy comfortable furniture, spacious kitchens designed to be shared, and outdoor space perfect for your morning coffee or spending time with new friends. ",WAS.Richardson,,Richardson,,Shaw,"Living at Common Richardson puts you in the center of it all: great restaurants, interesting museums, entertainment and nightlife. The best part? You’re in one of the most walkable neighborhoods in the city. Enjoy delicious Latin food and good vibes at The Royal, kick off your morning with coffee and a bagel from Sylvan Cafe, or hop on one of the neighborhood’s many available scooters to the National Mall when it’s time to embrace your inner tourist. ",38.9131141,-77.0190567,"Washington, DC",USD
